material_id,energy,energy_per_atom,band_gap,total_magnetization,0,1,2,3,4,5,6,7,8,9,10,11,12,13
mp-460,-6.67486964,-3.33743482,0.0,1.5e-06,12.5,3.5,-2.5,-5.5,1.0,0.0,6.0,0.0,8.0,0.0,3.652,0.0,3.175186333114956,0.0
mp-2666,-34.95297521,-5.825495868333333,0.0,2.0338856,15.0,5.0,-6.0,-4.0,3.0,1.0,1.5,-0.5,6.0,-2.0,2.8928794095936583,0.020879409483117284,2.8340253158136055,3.8313663353051197e-10
mp-216,-362.32343572,-9.058085893000001,3.8235,0.0,12.5,5.5,-6.5,-7.5,20.0,4.0,5.75,-1.75,3.0,0.0,2.8410319157393418,-0.3935319164995237,2.05971791859198,0.059879257379368944
mp-1075649,-109.8588538,-3.923530492857143,0.0,0.00116565,11.0,6.0,-5.0,-6.0,14.0,4.0,2.0777777777777775,-0.022222222222222365,3.9,-0.3999999999999999,2.817498663404692,-0.3856159135382975,3.051782332308541,0.11480759039143429
mp-8312,-82.5864778,-9.17627531111111,0.0,0.0,15.0,4.0,-5.0,-6.0,4.5,-0.5,5.4,0.6000000000000001,5.4,0.6000000000000001,3.1516437522857963,0.27795625001892765,2.6532147818542784,-0.019464453538613702
mp-1554,-35.56943142,-2.964119285,0.26859999999999995,0.0,13.0,8.0,-4.0,-7.0,6.0,-0.0,3.5,-2.5,6.0,-0.0,3.706362833476687,-0.8633406801433539,3.5895552428592383,-0.005268324147068126
mp-1180876,-210.1024213,-7.503657903571429,0.0,13.00000015,14.5,3.5,-8.5,-5.5,14.0,2.0,2.854166666666667,-0.47916666666666674,3.7291666666666665,-0.6041666666666665,2.767301513958142,-0.12853074704185863,1.9613183214099936,0.0031350547063245804
mp-972517,-24.02412935,-6.0060323375,0.0,7.23e-05,8.5,0.5,2.5,0.5,2.0,-1.0,6.0,-2.0,8.0,4.0,4.310715829048342,0.737808170951656,3.572914791667478,-0.0030692362844459975
mp-1186152,-6.01707004,-0.752133755,0.0,1.83e-05,11.0,7.0,-2.0,-4.0,4.0,2.0,7.0,1.0,8.0,-4.0,3.7579622627148144,-0.6635922148414946,3.090022544053044,3.3736100326642315e-06
mp-1181570,-184.70269289,-6.596524746071429,0.16299999999999937,14.000000475,15.0,3.0,-9.0,-5.0,14.0,2.0,7.458333333333334,1.7916666666666665,4.75,-0.75,2.5480658548667554,-0.07863514513324499,1.8219190658502196,-0.006825720732286378
mp-7303,-16.75078111,-2.09384763875,0.0,6e-07,13.0,4.0,-2.0,-5.0,4.0,2.0,4.666666666666666,2.6666666666666665,6.666666666666667,-3.333333333333333,3.3343292200811065,-0.37085160408251183,3.1670393341059118,0.003508798016297998
mp-1194071,-136.64842285,-4.5549474283333335,0.0,1.1666666666666667e-07,14.0,5.0,-5.0,-8.0,15.0,3.0,4.333333333333333,-0.0,3.5,0.5,3.8850841246015744,-0.15818924479564678,2.9710276345364965,0.10025900553594669
mp-1208315,-12.49665285,-3.1241632125,0.0,3.0003254,15.0,6.0,-3.0,-6.0,2.0,1.0,4.666666666666667,-1.3333333333333333,3.0,-1.0,5.4102531939816725,-1.0820506387963342,4.035072277592668,0.7889203612036657
mp-1735,-20.07890858,-6.6929695266666664,1.6149,0.0,12.0,4.0,-4.0,-8.0,1.5,0.5,6.5,-5.5,3.5,1.5,2.982139999051085,-1.4258599987895457,2.9857249482580848,0.22686494779444666
mp-7759,-31.60521212,-3.950651515,0.0,1.5e-07,13.5,5.5,-2.5,-6.5,4.0,2.0,7.0,-1.0,8.0,-4.0,4.0317326226450385,-0.9785240225298921,3.6420975378515688,3.102043821812117e-08
mp-680640,-198.96893793,-5.236024682368421,0.0,1.78439335,11.5,5.5,-5.5,-7.5,19.0,-3.0,4.034090909090909,0.21590909090909083,3.8863636363636367,0.6136363636363635,3.3637091986601297,0.19457701234410152,2.404000296793413,-0.010123797596955475
mp-1039075,-17.96692311,-2.24586538875,0.0,8.085e-05,13.0,8.0,-4.0,-5.0,4.0,-2.0,7.0,-1.0,8.0,4.0,3.6298709683114145,0.6754475764581003,3.0628452201927048,-2.521426628376844e-06
mp-1207024,-81.82883523,-8.182883523,0.0,1.25e-06,13.0,4.0,-5.0,-6.0,5.0,-1.0,3.1666666666666665,-2.1666666666666665,6.666666666666666,1.3333333333333335,2.759780073236649,-0.4351112770448349,2.76570508625511,-0.01588118970042851
mp-17564,-121.22001025,-3.7881253203125,0.2502000000000004,1.0,13.0,7.0,-4.0,-6.0,16.0,-4.0,5.5,0.5,6.133333333333333,1.5333333333333337,4.014986561317884,0.43341932565877705,3.215350780839767,-0.0336981579503699
mp-554340,-37.94367121,-6.323945201666667,2.5732,3.99999975,14.5,4.5,-8.5,-6.5,3.0,1.0,5.5,-0.5,3.0,-1.0,3.220660109993557,-0.4035788965632676,1.9982925438185126,0.0028703297595398247
mp-9268,-38.91373097,-3.242810914166667,0.7601,0.0,12.5,7.5,-4.5,-7.5,6.0,-0.0,3.5,-2.5,6.0,-0.0,3.315043215610628,-0.9115212156106292,3.314963796350429,-0.009194344733262305
mp-1038792,-37.492441,-3.1243700833333334,0.0,7.25e-07,13.0,8.0,-4.0,-5.0,6.0,2.0,7.5,1.5,4.5,-1.5,3.1563193081098335,-1.6918901666329589e-06,3.156312723866767,2.0604323023309945e-06
mp-1183307,-17.62433388,-4.40608347,0.0,1.41337,9.5,0.5,3.5,0.5,2.0,1.0,6.0,2.0,8.0,-4.0,4.63229164109594,-0.7886383589040618,3.8436532821918785,0.010476918854285922
mp-1187309,-18.77506357,-4.6937658925,0.0,3.27e-05,15.0,6.0,-4.0,-7.0,2.0,-1.0,6.0,-2.0,8.0,4.0,4.0583339102408615,0.6528660897591398,3.4054733031744666,-0.07415183564840322
mp-684580,-4.91479687,-2.457398435,1.3146,0.0,19.0,3.0,-9.0,-3.0,1.0,-0.0,8.0,-0.0,4.0,-0.0,4.389882520307464,-0.0,2.8336571101518713,-0.0
mp-29576,-123.60450547,-3.6354266314705885,1.2371000000000003,0.0,17.5,0.5,-9.5,-2.5,17.0,3.0,2.4857142857142858,-0.08571428571428585,3.0142857142857142,-0.41428571428571415,2.934301898449207,-0.46157480653862737,2.611841014763078,0.03505330860384559
mp-1185290,-14.77576043,-3.6939401075,0.0,3.0155413,7.5,4.5,0.5,-0.5,2.0,-1.0,6.0,-2.0,8.0,4.0,3.188102607251464,0.5087093927485351,2.679397510441461,-0.06535667646965893
mp-714931,-87.51584468,-7.292987056666667,1.2506,0.0,13.5,4.5,-7.5,-6.5,6.0,2.0,3.125,1.625,3.375,-0.625,2.642091817345595,0.12526358801692927,2.108111606712074,0.28166733175090697
mp-1217685,-27.79574002,-5.559148004,0.0,0.0412795,13.0,4.0,-4.0,-7.0,2.5,0.5,6.333333333333334,-1.6666666666666665,7.5,-1.5,3.4194956316651033,-0.5608389229835384,3.143376101124841,3.8436467342251035e-09
mp-1548,-6.61829976,-3.30914988,0.0,2.6e-06,7.0,2.0,2.0,1.0,1.0,-0.0,6.0,-0.0,8.0,-0.0,3.909,-0.0,3.3852933033933703,-0.0
mp-1080200,-52.91693329,-8.819488881666667,0.0,2.1004842,13.5,3.5,-7.5,-5.5,3.0,1.0,1.5,-0.5,4.5,-1.5,1.883156161605724,-0.6570828383942763,1.8495271361070487,-0.0
mp-31002,-21.44393867,-3.06341981,0.2570999999999999,5e-07,13.5,7.5,-3.5,-7.5,3.5,1.5,1.7,0.7,6.3,-2.7,3.6108249665632117,-0.7823847944245113,3.7372388031957238,0.05960346505884728
mp-18609,-94.80760842,-3.385986015,0.9376,0.0,12.5,7.5,-4.5,-7.5,14.0,6.0,2.3,-0.7,6.85,-2.65,3.1890406591647062,-0.8427771201768317,3.510324785533782,0.0693298595614451
mp-1013524,-24.07717387,-4.815434774,0.011600000000000055,0.0,11.5,5.5,-5.5,-7.5,2.5,-0.5,8.0,-0.0,5.5,3.5,3.6260696863581234,0.36630742508813907,2.543690565317496,0.238690565317496
mp-1191613,-104.97184148,-4.373826728333333,1.2799,0.0,19.0,0.0,-12.0,0.0,12.0,-0.0,2.625,-0.0,2.8125,0.0,3.215741918970026,0.0,2.7016497936496844,-0.0
mp-2285,-15.92897346,-5.30965782,0.0,0.0,18.0,3.0,-7.0,-4.0,1.5,0.5,6.0,0.0,4.5,-1.5,3.779337388426068,-0.21186261020175667,2.6827341003129828,1.4504390355440933e-08
mp-553432,-80.30123442,-8.92235938,3.4458,0.0,13.0,5.0,-7.0,-7.0,4.5,1.5,4.5,0.5,3.0,-1.0,3.089116895626367,-0.28185932158053717,1.8056774951435648,0.07455021200563383
mp-27606,-81.53624373,-6.7946869775,0.0,2.25e-07,14.0,5.0,-5.0,-6.0,6.0,2.0,3.0,-1.0,6.75,-2.25,3.217014959422775,-0.471985040577225,2.78269324996106,6.098402202669995e-05
mp-510350,-146.39632886,-7.319816443000001,2.8757,0.0,18.5,1.5,-11.5,1.5,10.0,-8.0,2.1666666666666665,0.8333333333333334,2.833333333333333,0.16666666666666674,2.7097496033161743,1.5446816322556796,2.78893559191596,-0.6697338769445995
mp-1094650,-28.99008103,-2.415840085833333,0.0,7.666666666666667e-07,11.0,6.0,-4.0,-5.0,6.0,-0.0,5.333333333333333,-0.0,6.666666666666667,-0.0,2.9675680713362738,-1.757544385805332e-06,2.9675669200798858,1.6659639157090567e-07
mp-1187915,-7.83747915,-1.9593697875,0.0,0.0036737,12.5,3.5,-1.5,-4.5,2.0,-1.0,7.0,-1.0,8.0,4.0,4.0048342917504804,0.6871287082495201,3.31771221895194,-6.635450979786128e-06
mp-1966,-135.03559563,-4.2198623634375,0.0,0.0,17.0,2.0,-9.0,-2.0,16.0,-8.0,7.5,3.5,4.5,1.5,3.3236889180527784,0.8297689182195847,2.4900770410433646,-0.09976295878341346
mp-1244888,-887.16733891,-8.8716733891,2.9084000000000003,0.0,13.0,5.0,-6.0,-8.0,50.0,10.0,4.325,-0.17499999999999982,4.125,-0.8250000000000002,3.053531313052256,-0.230208365175955,2.2458544896512027,0.015424548268250016
mp-2103,-13.98218328,-3.49554582,0.0,1e-07,16.0,1.0,-6.0,1.0,2.0,1.0,7.0,1.0,8.0,-4.0,3.3843391937023304,-0.5806608062976697,2.8036783874046605,-0.0
mp-977206,-5.1989216,-2.5994608,0.0,3.3e-06,6.5,2.5,2.5,0.5,1.0,-0.0,6.0,-0.0,6.0,-0.0,3.3961793197593373,-2.220446049250313e-16,3.636220761713143,-0.0
mp-2059,-32.22643216,-8.05660804,0.0,0.0,14.5,4.5,-5.5,-5.5,2.0,0.0,8.0,0.0,6.0,0.0,3.391757076745677,0.0,2.604440222381645,0.0
mp-1212891,-111.63728716,-6.9773304475,0.0,20.9842328,14.0,5.0,-3.0,-6.0,8.0,2.0,4.8,-1.2,7.2,-1.7999999999999998,3.7416984368576713,-0.5318896948360754,3.3588296546196967,0.040844009701940465
mp-17402,-155.97904692,-3.7137868314285716,0.0,0.07955905,14.5,5.5,-3.5,-6.5,21.0,-1.0,4.477272727272727,-0.9772727272727271,5.472727272727273,-0.07272727272727275,3.710986450032983,-0.1678488286114619,3.3062739074644556,0.006031796929828248
mp-1206305,-9.06311293,-1.2947304185714288,0.11960000000000015,3.947456,18.5,2.5,-10.5,-2.5,3.5,2.5,4.333333333333333,-1.6666666666666667,3.833333333333333,-0.16666666666666674,7.488607427279263,-2.4962024757597536,6.3368763065456175,3.840673830785864
mp-1205355,-36.04784209,-4.50598026125,0.0,2.15237615,16.0,5.0,-7.0,-6.0,4.0,2.0,7.0,5.0,4.0,-2.0,3.201516591506372,0.272323591506372,2.4834427463278406,5.0596945871506094e-05
mp-571,-14.37024076,-7.18512038,0.0,0.1165623,11.0,3.0,-3.0,-3.0,1.0,-0.0,6.0,-0.0,8.0,-0.0,3.015,-0.0,2.6110665924100824,-0.0
mp-1018120,-13.28556955,-4.428523183333334,0.0,0.0016593,14.5,5.5,-3.5,-6.5,1.5,0.5,5.0,-1.0,3.0,-1.0,3.130500729943326,-0.12149927005667416,3.1681440890369874,2.220446049250313e-16
mp-1094849,-4.87779907,-2.438899535,0.0,7.24e-05,11.0,6.0,-4.0,-5.0,1.0,-0.0,6.0,-0.0,8.0,-0.0,3.185432,-0.0,2.758665034027872,-0.0
mp-1199447,-216.5736977,-3.8673874589285715,0.0,6.625e-07,13.0,4.0,-1.0,-4.0,28.0,20.0,4.833333333333334,2.8333333333333335,6.666666666666667,-4.333333333333333,3.7614459317257474,-0.9871963167761544,3.1123471805657683,0.08682433009510793
mp-570904,-31.12863641,-5.188106068333333,0.0,8e-07,15.5,1.5,-7.5,-1.5,3.0,-1.0,6.5,-0.5,5.25,-0.25,2.9718187585074447,0.41895597250095085,2.3838243279775746,-0.0784670813451378
mp-1021674,-7.42099506,-3.71049753,0.0,1.0000041,17.0,3.0,-10.0,-4.0,1.0,-0.0,12.0,-0.0,6.0,-0.0,2.970453452145312,-0.0,2.102129464242985,-0.0
mp-568616,-68.49810971,-4.892722122142857,0.709,0.0,15.5,5.5,-6.5,-6.5,7.0,3.0,3.8,1.7999999999999998,3.2,-0.8,3.0059246514162385,-0.06907534858376185,2.475816733394992,0.05771595199799884
mp-1184292,-13.92361324,-3.48090331,0.0,1e-05,17.5,0.5,-10.5,-1.5,2.0,-1.0,4.666666666666666,-0.6666666666666665,4.0,-0.0,3.145454181432741,0.46900381856726114,2.6764503628654808,-0.12064260075151467
mp-1184761,-37.66625003,-9.4165625075,0.0,0.0003557,14.5,0.5,-2.5,-0.5,2.0,1.0,7.0,1.0,8.0,-4.0,3.1361804576958647,-0.5380865423041354,2.598096513493439,2.5981017097720382e-06
mp-570637,-40.1762442,-10.04406105,0.0,0.402171,13.5,3.5,-3.5,-7.5,2.0,-1.0,7.0,-1.0,8.0,4.0,3.709543035518368,0.6364569644816322,3.0730860710367356,-0.0
mp-383,-31.70321744,-2.6419347866666665,1.3732,0.0,13.5,7.5,-3.5,-7.5,6.0,-2.0,6.5,-0.5,5.25,-0.25,4.118481421149761,0.5774437756361779,3.324277017504519,-0.10632343644874376
mp-32597,-188.41533631,-5.709555645757575,0.3473999999999995,1.032593,19.5,1.5,-11.5,2.5,16.5,-3.5,1.4230769230769231,0.42307692307692313,3.4384615384615387,-0.36153846153846136,2.2441585121195926,0.771841485513985,2.5656568668051096,-0.07588430772162624
mp-1185780,-23.39908251,-2.92488531375,0.0,2.3e-05,10.5,5.5,-5.5,-6.5,4.0,-2.0,3.0,-1.0,4.0,2.0,2.985594628897303,0.0836923711026969,2.2720366529668254,-6.18688884768126e-06
mp-849086,-25.31894058,-4.21982343,0.0,1e-07,17.0,2.0,-10.0,-3.0,3.0,1.0,1.5,-0.5,4.5,-1.5,2.9342302634823323,-0.5977697365176677,2.3590481128022804,-0.0
mp-1247744,-39.27327052,-1.6363862716666666,0.0,0.14854578333333332,6.0,2.0,3.0,1.0,12.0,0.0,7.0,1.0,6.0,0.0,4.0327662812938465,0.3952569669108579,4.179416606680541,-0.012755553809872922
mp-30106,-33.01389315,-2.7511577625,1.4384000000000001,0.0,19.5,0.5,-12.5,-1.5,6.0,4.0,3.4,-0.6000000000000001,4.7,-0.2999999999999998,4.338598694319294,-1.2857533417731615,3.3842372122232933,1.2654992755509222
mp-1226350,-44.33404974,-5.5417562175,0.0,10.9114657,15.5,5.5,-6.5,-4.5,4.0,1.0,4.266666666666667,2.9333333333333336,5.0,-1.0,3.213376841579508,0.06340934157950784,2.868637189719882,0.031324446000201345
mp-1220038,-29.17017073,-7.2925426825,0.0,0.0035448,15.0,1.0,-3.0,-1.0,2.0,1.0,8.0,2.0,5.0,-1.0,2.635869220307032,-0.0,2.9574675855356505,0.3215983652286183
mp-1340,-38.91424954,-3.891424954,1.0376,0.0,18.5,1.5,-10.5,-1.5,5.0,1.0,9.166666666666668,2.166666666666667,3.333333333333333,-0.6666666666666667,3.664632056826017,-0.004288762320126649,2.4284913012407756,-0.008870159219829254
mp-542758,-239.68369924,-8.264955146206898,0.0,48.5925596,13.5,1.5,-7.5,-3.5,14.5,-8.5,6.782608695652174,-2.782608695652174,5.695652173913043,2.3043478260869565,2.9232439257170837,0.47805768992086173,2.230697322546503,-0.09825428160964833
mp-1245176,-826.57460302,-8.2657460302,0.0,0.00015076,13.0,5.0,-7.0,-7.0,50.0,-25.0,3.5733333333333333,-1.373333333333333,3.94,0.8199999999999998,2.660499679023851,0.010445882802147644,2.4000432962646263,-0.3619009970427023
mp-28328,-34.80486026,-2.17530376625,1.8573999999999997,0.0,14.0,8.0,-4.0,-8.0,8.0,4.0,1.6666666666666665,-0.33333333333333337,5.666666666666667,-2.333333333333333,3.954935395143538,-1.0492662774549615,3.824410035999163,0.07581178159814828
mp-14266,-169.03201889,-4.448211023421052,0.0,0.0,16.0,1.0,-9.0,-2.0,19.0,-11.0,9.1,1.9,6.1,2.9,3.295852425118923,0.8270472602405903,2.4553748165171134,-0.07564475182320374
mp-30765,-46.36780883,-5.79597610375,0.0,5.13e-05,9.5,6.5,-1.5,-2.5,4.0,3.0,11.142857142857142,-0.8571428571428568,7.285714285714286,-4.714285714285714,4.0967999101201,-1.3655999698799004,2.8120070881871957,0.08080714818719525
mp-1413,-43.84421972,-7.307369953333333,0.5049999999999999,0.0,15.5,2.5,-7.5,-4.5,3.0,1.0,1.5,-0.5,4.5,-1.5,2.5832678465523706,-0.2878321534476298,2.349073564139177,0.0071015309810498195
mp-1184011,-14.76978108,-3.69244527,0.0,0.0,15.5,0.5,-6.5,0.5,2.0,-1.0,6.0,-2.0,8.0,4.0,3.14593079068778,0.5263572093122193,2.6195762918774097,-0.02287654459592714
mp-1183241,-18.25672432,-4.56418108,0.0,0.0001895,9.5,0.5,3.5,0.5,2.0,-1.0,6.0,-2.0,8.0,4.0,4.425084781634801,0.7555112183652015,3.669585761417207,-0.006351199229303051
mp-23195,-114.55434176,-5.727717088,1.6582000000000003,0.0,19.5,1.5,-11.5,2.5,10.0,-2.0,8.333333333333334,3.6666666666666665,2.5,0.5,3.275095635758107,0.502309845256607,2.173559665182873,-0.016369070631034432
mp-1216292,-144.7041111,-6.890671957142858,0.0,0.107765,10.5,2.5,-1.5,-3.5,10.5,-1.5,4.527777777777778,-2.9722222222222223,5.833333333333334,0.8333333333333335,2.954111603119406,-0.46177887904272863,2.8321041252542036,-0.005587069999621219
mp-13452,-15.60926593,-5.203088643333333,0.0,5.04e-05,9.5,5.5,-2.5,-2.5,1.5,0.5,6.5,2.5,6.0,-2.0,2.749799996635481,-2.220446049250313e-16,2.415868972283505,8.747476076820249e-10
mp-2550,-29.66277552,-4.94379592,0.0,0.0,15.0,6.0,-4.0,-7.0,3.0,1.0,5.0,1.0,6.75,-2.25,3.974153157458695,-0.43884684254130546,3.2428065447225505,0.001857748421689065
mp-1105617,-140.91492076,-7.045746038,0.0,0.221076125,13.5,1.5,-6.5,-4.5,10.0,6.0,4.0,-0.0,8.875,-4.125,2.392661296188061,-0.6526841388119388,2.4662867075578525,0.10450718086164557
mp-7655,-13.80165817,-4.600552723333333,0.0,0.0,12.5,4.5,-3.5,-7.5,1.5,0.5,4.5,-1.5,4.5,-1.5,3.2466980528414777,-0.800301947158522,3.2804245955351234,1.2481774946948576e-08
mp-974970,-9.36258114,-2.340645285,0.0,4.5223835,8.5,2.5,0.5,-3.5,2.0,-1.0,6.0,-2.0,8.0,4.0,5.166271803542504,0.8774281964575006,4.2888436070850045,-0.015302353627864473
mp-1183833,-15.97546045,-2.662576741666667,0.0,0.0004459,7.0,2.0,2.0,1.0,3.0,-1.0,3.5,-1.5,9.0,3.0,3.1542042943064175,0.13587549649049335,3.432104029346562,-0.003090936480556916
mp-1187811,-15.86301409,-3.9657535225,0.0,2.9e-06,12.0,4.0,-2.0,-4.0,2.0,1.0,8.666666666666666,-3.3333333333333335,6.333333333333334,-1.6666666666666665,4.053199097335104,-0.9744291118506156,3.1581619426828462,0.07938101045090229
mp-23280,-52.2362359,-3.26476474375,3.9884,1.6525e-05,19.5,0.5,-12.5,-1.5,8.0,4.0,2.0,0.0,3.0,0.0,3.772230340551089,-0.5167696594489108,2.9356842564759527,0.7700011317463678
mp-1473,-137.24785222,-10.557527093846154,0.0,7.9547049,12.0,0.0,-2.0,-0.0,6.5,0.0,4.071428571428571,0.0,6.571428571428571,-0.0,2.527351965767993,-0.0,2.62524172729643,-0.0
mp-2574,-56.79015783,-9.465026305,3.8738000000000006,0.0,13.5,4.5,-6.5,-7.5,3.0,1.0,5.0,-3.0,6.0,-2.0,2.468134699557724,-0.6613346995577236,1.95662622413709,-0.0
mp-13852,-94.98091804,-6.784351288571429,1.8872999999999998,0.0,17.5,0.5,-11.5,1.5,7.0,-1.0,8.75,-0.75,3.5,0.5,2.994706060076183,0.08269393992381713,1.8279039060880686,-0.0008524406539260898
mvc-5860,-264.44790483,-5.509331350625001,0.051000000000000156,3.09375e-06,19.5,1.5,-11.5,2.5,24.0,-8.0,5.15625,0.15625,3.78125,1.15625,2.8627468762660335,0.2198393949262052,1.9118027692099524,-0.037665831050702536
mp-698212,-103.47950403,-2.0695900806,0.0,2.40563465,12.5,3.5,-2.5,-5.5,25.0,19.0,5.6060606060606055,2.9393939393939394,3.1818181818181817,-0.8181818181818181,3.694974093419603,-1.0645607977844087,3.1148572423282275,0.16529223033387241
mp-974997,-6.780213,-1.69505325,0.0,0.9947103,12.0,6.0,-3.0,-7.0,2.0,-1.0,6.0,-2.0,8.0,4.0,4.946113565058083,0.9878104349419179,3.997907074269089,-0.039603944152924564
mp-10890,-13.48541443,-3.3713536075,0.0,1.9e-06,9.5,6.5,-4.5,-5.5,2.0,1.0,7.0,1.0,8.0,-4.0,3.422749096279028,-0.5872509037209721,2.8354981925580556,-0.0
mp-1181327,-131.52046769,-8.220029230625,0.0,5.867562825,13.5,1.5,-7.5,-3.5,8.0,-4.0,5.333333333333334,0.6666666666666665,6.0,3.0,2.809491694369589,0.48363643463079464,2.1439903697420895,-0.012702361799682649
mp-21264,-52.61366113,-8.768943521666666,0.0,0.0,15.5,1.5,-7.5,-5.5,3.0,1.0,1.5,-0.5,4.5,-1.5,1.9599347735497512,-0.5930652264502487,2.000900236070715,0.02011567769567557
mp-1039029,-4.89994808,-0.8166580133333333,0.0,0.0283802,11.0,6.0,-3.0,-4.0,3.0,1.0,1.5,-0.5,4.5,-1.5,4.184052793055917,-0.3318272069440833,2.9678617783134147,-0.0
mvc-14314,-26.79432593,-4.4657209883333335,0.27,2.9999995,14.5,4.5,-8.5,-6.5,3.0,2.0,4.0,2.0,2.1,0.10000000000000009,2.7780827715724263,-0.23980636731729454,2.2911572385921772,0.5577052658091514
mp-1080866,-194.72615102,-5.4090597505555555,0.7957999999999998,0.0003053833333333333,14.5,5.5,-4.5,-7.5,18.0,6.0,4.5,3.5,3.0,-1.0,4.350084651382943,-0.10571288644230581,2.6880942904536376,-0.00042327545372011777
mp-529,-16.37620026,-2.7293667100000003,0.0,1e-06,7.0,2.0,2.0,1.0,3.0,-1.0,5.0,-1.0,9.0,3.0,3.3975722356690294,0.3432244949496661,3.581540194563839,-4.44559056234084e-10
mp-1094483,-17.24166134,-1.4368051116666667,0.0,3.5475e-05,10.5,5.5,-3.5,-4.5,6.0,2.0,4.5,2.5,7.5,-2.5,2.9881003709782648,-4.629021735258476e-06,2.98810240504558,3.4903243428807684e-07
mp-1071453,-30.86192793,-5.143654655,0.0,0.0855611,15.0,6.0,-3.0,-6.0,3.0,-1.0,5.5,-0.5,6.75,2.25,4.467813557198156,0.5629044428018446,3.646576612498952,-0.019271080279116948
mp-1183836,-37.17933416,-4.64741677,0.0,0.0001477,14.5,5.5,-3.5,-6.5,4.0,2.0,4.0,-2.0,8.0,-4.0,3.709020781412229,-0.7760366274072792,3.0843031657041724,1.826819781669542e-06
mp-1187547,-20.5021734,-5.12554335,0.0,3.82e-05,8.5,0.5,2.5,0.5,2.0,-1.0,6.0,-2.0,8.0,4.0,4.051951522598874,0.6869364774011262,3.3650206160868636,-0.014120776003307522
mp-21893,-63.25770796,-5.271475663333333,0.0,3.28122395,16.0,5.0,-7.0,-4.0,6.0,2.0,6.5,-5.5,4.5,-1.5,3.8300509266427296,-1.0850483093849614,2.9077122241012776,-0.0
mp-30365,-29.07834856,-3.63479357,0.0,3.725e-06,10.5,6.5,-2.5,-2.5,4.0,-0.0,6.0,-0.0,7.0,-0.0,2.8826282065497626,-0.0050797499638448596,2.477595693932325,-0.0
mp-1220310,-69.35008864,-7.705565404444444,0.0034000000000000696,0.3333339,13.0,4.0,-5.0,-8.0,4.5,1.5,2.25,-0.41666666666666663,3.25,-0.08333333333333348,2.648894781785096,-0.8113649288574284,2.4386532462157686,0.08349108359350765
mp-1186894,-6.47085638,-1.0784760633333332,0.0,0.0181611,5.5,0.5,2.5,1.5,3.0,0.0,4.333333333333333,-0.9999999999999998,3.3333333333333335,0.0,3.568050312647492,0.5983126873525078,4.205907407780895,0.3769844418643946
mp-1214623,-191.91376317,-4.79784407925,0.10890000000000022,5e-07,12.5,4.5,-4.5,-8.5,20.0,-4.0,5.5,0.5,5.0,1.0,4.117831903425496,0.26119462695513174,2.9338955094431207,-0.03146883659991451
mp-546794,-47.49120119,-7.915200198333333,5.703399999999999,0.0,17.5,0.5,-12.5,-1.5,3.0,1.0,5.0,1.0,3.0,-1.0,2.7974444608847686,-0.22737619754485427,1.6147386563548198,0.017976077298099136
mp-998949,-31.62009307,-7.9050232675,0.0,2.655e-05,12.0,4.0,-2.0,-2.0,2.0,-0.0,3.0,-1.0,6.0,-0.0,2.761,-0.0,2.618881723255176,-0.0
mp-1009219,-28.76227793,-9.587425976666667,0.0,5e-07,13.5,3.5,-5.5,-7.5,1.5,0.5,3.5,-2.5,4.5,-1.5,2.1302461765234497,-0.8351634834434495,2.0229357442009634,0.00010875748345484659
mp-999469,-7.2607771,-3.63038855,0.0,0.0001379,16.5,0.5,-10.5,-2.5,1.0,-0.0,6.0,-0.0,8.0,-0.0,2.639,-0.0,2.2854410405871333,-0.0
mp-1018047,-21.10949025,-5.2773725625,0.0,2.315e-05,14.0,5.0,-3.0,-6.0,2.0,-0.0,4.0,-2.0,7.0,-0.0,3.4155776150532047,-0.49356646517714675,3.322146428139494,-0.0
mp-1079370,-32.72416077,-4.09052009625,0.0,1.13e-05,5.5,3.5,1.5,1.5,4.0,-2.0,8.333333333333334,3.6666666666666665,3.3333333333333335,-1.3333333333333335,2.662276785128895,0.7158331483791901,2.0828023163898166,-0.17259177238981693
mp-1183491,-10.4084797,-2.602119925,0.0,0.651013,7.5,1.5,2.5,0.5,2.0,-1.0,8.666666666666666,3.3333333333333335,6.333333333333334,1.6666666666666665,4.691729784233641,1.1279372158405037,3.6556893414389453,-0.09188568566510313
mp-11440,-69.5283141,-5.794026175,0.0,2.5e-08,13.5,3.5,-3.5,-5.5,6.0,2.0,4.5,2.5,6.5,-1.5,3.0691347102712427,-0.22162625368942668,2.7921022907742543,0.028366945215043016
mp-571297,-50.51037421,-6.31379677625,1.6732,0.0,16.5,0.5,-9.5,-3.5,4.0,2.0,1.6666666666666665,-0.33333333333333337,6.666666666666666,-1.3333333333333335,2.1038605237946224,-0.9211395324157903,2.7293408573530042,0.08973183786907724
mp-1634,-39.7025109,-6.61708515,1.4625999999999997,0.0,15.5,4.5,-6.5,-5.5,3.0,1.0,6.5,0.5,4.5,-1.5,3.2565,-0.03149999999999986,2.4907437005150292,4.490541272161863e-10
mp-1075578,-77.48867929,-3.522212695,0.0,5e-08,11.0,6.0,-5.0,-6.0,11.0,1.0,4.1,-0.6000000000000001,6.175,-0.4249999999999998,2.810831415917811,-0.17011929906333068,2.903988112493865,0.008659311845249151
